weather_observation_id,station_name,state,latitude,longitude,crs,measurement_timestamp,rainfall_mm,rainfall_intensity_mm_hr,temperature_c,relative_humidity_pct,wind_speed_mps,surface_pressure_hpa,river_level_m,river_discharge_m3s,forecast_river_level_m,flood_alert_level,data_source,data_status
IN-WX-0432,Indore,Madhya Pradesh,22.713447,75.862017,EPSG:4326,2025-06-14 00:00:00,3.69,0.17,18.3,45.3,10.45,997.4,9.34,861.01,9.06,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0433,Raipur,Chhattisgarh,21.255132,81.637314,EPSG:4326,2025-06-14 00:00:00,5.59,0.27,12.6,77.2,2.76,1003.5,6.92,298.98,7.13,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0434,Hyderabad,Telangana,17.39089,78.491344,EPSG:4326,2025-06-14 00:00:00,26.72,3.68,32.4,75.9,1.81,1006.4,4.56,123.72,4.43,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0435,Bengaluru,Karnataka,12.962717,77.594073,EPSG:4326,2025-06-14 00:00:00,46.07,2.17,34.4,56.5,4.76,1005.0,11.07,1076.33,10.82,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0436,Mysuru,Karnataka,12.3045,76.634716,EPSG:4326,2025-06-14 00:00:00,24.16,2.5,33.1,82.8,6.92,1012.8,10.96,1049.03,10.74,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0437,Chennai,Tamil Nadu,13.087257,80.263686,EPSG:4326,2025-06-14 00:00:00,12.27,0.6,14.6,92.9,9.2,994.0,5.69,237.11,5.57,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0438,Coimbatore,Tamil Nadu,11.015745,76.951213,EPSG:4326,2025-06-14 00:00:00,15.66,0.79,34.4,45.1,13.07,990.6,1.52,151.43,1.63,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0439,Kochi,Kerala,9.928358,76.27161,EPSG:4326,2025-06-14 00:00:00,3.88,0.73,14.1,82.7,4.71,1004.3,5.06,307.06,5.07,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0440,Thiruvananthapuram,Kerala,8.531494,76.926723,EPSG:4326,2025-06-14 00:00:00,21.87,1.61,21.1,61.1,1.15,1017.8,11.14,333.21,10.89,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0441,Vijayawada,Andhra Pradesh,16.51393,80.648835,EPSG:4326,2025-06-14 00:00:00,10.16,0.56,12.3,88.2,8.92,1016.3,9.22,521.85,9.11,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0442,Visakhapatnam,Andhra Pradesh,17.694468,83.223495,EPSG:4326,2025-06-14 00:00:00,13.05,0.59,14.7,88.1,1.39,999.9,9.5,280.56,9.39,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0443,Srinagar,Jammu and Kashmir,34.091201,74.787388,EPSG:4326,2025-06-14 00:00:00,16.37,1.0,14.3,45.5,2.91,1006.5,9.35,1171.47,9.07,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0444,Shimla,Himachal Pradesh,31.109735,77.176472,EPSG:4326,2025-06-14 00:00:00,27.27,2.15,23.2,69.6,2.24,1006.3,10.25,452.45,9.96,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0445,Dehradun,Uttarakhand,30.311864,78.026163,EPSG:4326,2025-06-14 00:00:00,14.89,1.9,30.3,88.8,4.57,998.5,10.46,943.38,10.68,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0446,Gaya,Bihar,24.79833,85.000481,EPSG:4326,2025-06-14 00:00:00,3.09,0.21,20.4,93.1,0.66,998.8,2.09,127.27,2.19,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0447,Agra,Uttar Pradesh,27.183386,78.002744,EPSG:4326,2025-06-14 00:00:00,1.87,0.47,30.8,76.9,8.74,1009.0,7.29,185.31,7.56,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0448,Gandhinagar,Gujarat,23.222381,72.627419,EPSG:4326,2025-06-14 00:00:00,13.86,0.61,27.5,96.1,6.18,1016.5,1.42,68.98,1.43,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0449,Delhi,Delhi,28.614477,77.202738,EPSG:4326,2025-06-15 00:00:00,6.77,0.8,19.7,90.1,13.48,1006.6,9.4,954.19,9.33,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0450,Mumbai,Maharashtra,19.079596,72.877612,EPSG:4326,2025-06-15 00:00:00,2.91,0.25,35.2,60.8,9.99,1006.7,10.58,602.67,10.65,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0451,Pune,Maharashtra,18.51396,73.85163,EPSG:4326,2025-06-15 00:00:00,4.76,0.25,16.1,76.0,12.44,1015.8,8.73,477.55,8.56,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0452,Nagpur,Maharashtra,21.146562,79.083636,EPSG:4326,2025-06-15 00:00:00,4.4,0.21,20.3,48.3,13.53,990.7,3.84,335.76,3.92,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0453,Ahmedabad,Gujarat,23.016605,72.573284,EPSG:4326,2025-06-15 00:00:00,13.88,0.69,17.2,93.5,1.24,997.7,7.45,571.92,7.66,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0454,Surat,Gujarat,21.173029,72.825791,EPSG:4326,2025-06-15 00:00:00,9.28,0.48,12.8,51.2,9.19,1014.7,8.6,566.48,8.56,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0455,Jaipur,Rajasthan,26.916477,75.792289,EPSG:4326,2025-06-15 00:00:00,24.65,3.39,22.1,53.6,3.84,1006.6,4.68,373.96,4.87,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0456,Lucknow,Uttar Pradesh,26.854572,80.952705,EPSG:4326,2025-06-15 00:00:00,10.2,3.56,34.7,49.1,12.61,999.7,10.58,1126.27,10.81,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0457,Varanasi,Uttar Pradesh,25.314528,82.966601,EPSG:4326,2025-06-15 00:00:00,7.53,0.75,18.5,62.2,5.82,1017.5,1.19,95.58,1.31,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0458,Patna,Bihar,25.594309,85.131653,EPSG:4326,2025-06-15 00:00:00,17.43,0.89,18.5,56.0,13.83,1018.9,9.29,340.86,9.07,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0459,Kolkata,West Bengal,22.564969,88.369491,EPSG:4326,2025-06-15 00:00:00,29.0,2.88,15.8,78.0,4.47,997.6,7.84,563.74,7.97,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0460,Guwahati,Assam,26.15238,91.72652,EPSG:4326,2025-06-15 00:00:00,19.03,4.45,24.3,46.5,4.82,1008.7,3.98,323.28,3.73,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0461,Bhubaneswar,Odisha,20.293376,85.814641,EPSG:4326,2025-06-15 00:00:00,7.25,1.17,14.9,53.2,4.77,1016.7,3.39,409.35,3.42,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0462,Ranchi,Jharkhand,23.346225,85.306492,EPSG:4326,2025-06-15 00:00:00,13.84,0.95,23.7,86.7,7.44,1016.8,8.04,167.18,8.19,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0463,Bhopal,Madhya Pradesh,23.258329,77.408153,EPSG:4326,2025-06-15 00:00:00,22.31,1.13,27.8,74.5,5.01,991.3,9.96,755.7,9.77,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0464,Indore,Madhya Pradesh,22.727277,75.857133,EPSG:4326,2025-06-15 00:00:00,3.62,0.24,15.0,74.4,10.78,992.8,10.12,344.4,9.87,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0465,Raipur,Chhattisgarh,21.24145,81.626294,EPSG:4326,2025-06-15 00:00:00,5.6,0.3,28.3,88.7,8.94,1005.1,5.05,650.32,4.77,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0466,Hyderabad,Telangana,17.394239,78.495995,EPSG:4326,2025-06-15 00:00:00,35.99,1.62,16.7,83.3,1.23,1012.3,6.1,261.45,6.3,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0467,Bengaluru,Karnataka,12.965578,77.603223,EPSG:4326,2025-06-15 00:00:00,4.85,0.45,25.9,80.3,12.03,1007.2,10.48,933.15,10.36,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0468,Mysuru,Karnataka,12.298696,76.64648,EPSG:4326,2025-06-15 00:00:00,32.12,1.81,33.5,57.6,11.37,1016.6,1.77,78.18,1.75,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0469,Chennai,Tamil Nadu,13.083074,80.264482,EPSG:4326,2025-06-15 00:00:00,6.59,0.32,23.0,61.7,8.56,1014.5,1.28,142.99,1.32,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0470,Coimbatore,Tamil Nadu,11.015345,76.958599,EPSG:4326,2025-06-15 00:00:00,12.5,0.56,12.2,94.9,1.06,993.9,1.26,112.72,1.29,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0471,Kochi,Kerala,9.931519,76.270351,EPSG:4326,2025-06-15 00:00:00,14.33,1.54,25.7,95.0,2.94,995.9,9.61,446.35,9.61,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0472,Thiruvananthapuram,Kerala,8.523558,76.93399,EPSG:4326,2025-06-15 00:00:00,18.57,0.82,13.0,48.6,10.54,1014.9,9.24,568.65,9.42,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0473,Vijayawada,Andhra Pradesh,16.49699,80.646484,EPSG:4326,2025-06-15 00:00:00,37.39,6.12,29.9,91.5,2.7,1016.5,1.96,169.95,1.77,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0474,Visakhapatnam,Andhra Pradesh,17.685873,83.212799,EPSG:4326,2025-06-15 00:00:00,9.04,0.39,35.0,91.4,8.33,1004.8,3.13,255.33,2.88,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0475,Srinagar,Jammu and Kashmir,34.085939,74.798525,EPSG:4326,2025-06-15 00:00:00,11.34,0.63,14.3,70.4,0.58,991.0,9.21,714.33,9.09,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0476,Shimla,Himachal Pradesh,31.110326,77.169941,EPSG:4326,2025-06-15 00:00:00,13.14,0.86,32.6,61.1,4.69,1019.9,2.59,305.93,2.78,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0477,Dehradun,Uttarakhand,30.311152,78.032613,EPSG:4326,2025-06-15 00:00:00,8.63,0.39,28.9,91.9,7.74,1013.4,10.66,267.68,10.63,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0478,Gaya,Bihar,24.781932,84.990552,EPSG:4326,2025-06-15 00:00:00,26.66,2.3,18.5,48.7,12.31,1014.8,10.6,678.93,10.49,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0479,Agra,Uttar Pradesh,27.176928,78.012311,EPSG:4326,2025-06-15 00:00:00,10.15,1.5,24.0,69.6,3.33,1008.5,1.27,164.84,1.02,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0480,Gandhinagar,Gujarat,23.221769,72.629472,EPSG:4326,2025-06-15 00:00:00,7.06,0.31,33.5,69.4,13.29,1009.4,4.53,143.95,4.62,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0481,Delhi,Delhi,28.61147,77.212306,EPSG:4326,2025-06-16 00:00:00,1.45,0.06,29.9,86.4,10.76,999.9,7.37,308.75,7.57,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0482,Mumbai,Maharashtra,19.066895,72.884523,EPSG:4326,2025-06-16 00:00:00,9.9,3.92,14.3,54.8,10.88,1017.2,1.95,153.31,2.17,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0483,Pune,Maharashtra,18.512132,73.851101,EPSG:4326,2025-06-16 00:00:00,3.69,0.31,19.7,66.0,3.25,1009.8,3.1,109.92,3.01,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0484,Nagpur,Maharashtra,21.148608,79.083684,EPSG:4326,2025-06-16 00:00:00,12.67,0.67,29.2,60.0,9.58,1011.7,1.54,122.81,1.57,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0485,Ahmedabad,Gujarat,23.014322,72.566969,EPSG:4326,2025-06-16 00:00:00,13.93,0.85,28.8,52.8,0.89,1019.0,10.26,1128.44,10.5,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0486,Surat,Gujarat,21.169839,72.833182,EPSG:4326,2025-06-16 00:00:00,11.39,0.67,17.7,97.0,1.15,1007.6,3.46,310.18,3.63,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0487,Jaipur,Rajasthan,26.918335,75.792818,EPSG:4326,2025-06-16 00:00:00,13.66,1.2,19.1,79.7,3.57,994.8,6.15,137.08,6.11,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0488,Lucknow,Uttar Pradesh,26.855773,80.953821,EPSG:4326,2025-06-16 00:00:00,11.56,0.5,32.0,68.5,5.42,1001.8,9.34,489.24,9.2,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0489,Varanasi,Uttar Pradesh,25.321849,82.983255,EPSG:4326,2025-06-16 00:00:00,35.04,1.47,23.3,51.8,11.72,994.4,3.04,108.26,3.31,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0490,Patna,Bihar,25.600824,85.13499,EPSG:4326,2025-06-16 00:00:00,8.81,0.51,28.7,49.8,13.64,1000.8,9.79,508.47,9.97,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0491,Kolkata,West Bengal,22.580749,88.358779,EPSG:4326,2025-06-16 00:00:00,44.78,8.65,33.3,56.3,5.72,1002.0,10.79,705.92,10.52,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0492,Guwahati,Assam,26.138739,91.74113,EPSG:4326,2025-06-16 00:00:00,2.64,0.52,32.3,65.2,13.43,1004.1,2.74,129.2,2.81,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0493,Bhubaneswar,Odisha,20.293608,85.82703,EPSG:4326,2025-06-16 00:00:00,21.31,1.93,17.8,91.8,12.6,992.1,9.6,547.77,9.87,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0494,Ranchi,Jharkhand,23.348855,85.310274,EPSG:4326,2025-06-16 00:00:00,55.1,2.49,23.8,89.4,10.92,1015.9,11.91,701.18,12.1,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0495,Bhopal,Madhya Pradesh,23.250431,77.421713,EPSG:4326,2025-06-16 00:00:00,8.81,0.55,14.7,68.2,11.35,1005.3,1.16,117.29,1.16,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0496,Indore,Madhya Pradesh,22.722174,75.861954,EPSG:4326,2025-06-16 00:00:00,22.79,1.1,25.0,67.1,10.41,1004.4,5.68,164.2,5.48,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0497,Raipur,Chhattisgarh,21.254298,81.634779,EPSG:4326,2025-06-16 00:00:00,26.53,2.57,18.6,76.5,0.98,1018.5,5.28,451.66,5.06,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0498,Hyderabad,Telangana,17.391342,78.486027,EPSG:4326,2025-06-16 00:00:00,15.96,0.75,25.5,95.8,12.8,1003.3,7.68,406.59,7.6,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0499,Bengaluru,Karnataka,12.973563,77.60216,EPSG:4326,2025-06-16 00:00:00,8.73,0.66,13.9,70.2,12.78,1009.5,8.71,865.88,8.94,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0500,Mysuru,Karnataka,12.292809,76.633397,EPSG:4326,2025-06-16 00:00:00,7.85,0.34,24.4,68.6,10.75,1007.2,6.1,364.21,6.1,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0501,Chennai,Tamil Nadu,13.084434,80.270948,EPSG:4326,2025-06-16 00:00:00,11.27,0.53,21.4,79.4,8.35,1001.5,7.58,890.66,7.35,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0502,Coimbatore,Tamil Nadu,11.01312,76.953471,EPSG:4326,2025-06-16 00:00:00,9.25,0.42,28.0,88.8,11.24,993.0,3.07,289.55,3.24,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0503,Kochi,Kerala,9.924886,76.258934,EPSG:4326,2025-06-16 00:00:00,19.77,0.83,16.3,56.3,1.14,1014.5,5.74,262.31,5.6,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0504,Thiruvananthapuram,Kerala,8.532719,76.930606,EPSG:4326,2025-06-16 00:00:00,6.9,0.88,34.9,66.7,4.74,1019.6,2.58,280.16,2.64,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0505,Vijayawada,Andhra Pradesh,16.496978,80.651516,EPSG:4326,2025-06-16 00:00:00,3.92,0.8,30.1,69.3,5.87,1000.2,8.28,1003.2,8.08,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0506,Visakhapatnam,Andhra Pradesh,17.678852,83.22847,EPSG:4326,2025-06-16 00:00:00,12.24,0.74,27.8,97.4,7.05,1003.0,1.52,34.05,1.74,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0507,Srinagar,Jammu and Kashmir,34.083668,74.801363,EPSG:4326,2025-06-16 00:00:00,8.01,0.45,17.2,90.5,9.25,1007.2,7.43,399.78,7.63,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0508,Shimla,Himachal Pradesh,31.108809,77.169013,EPSG:4326,2025-06-16 00:00:00,16.07,0.71,33.3,77.4,4.06,1010.4,4.28,515.57,4.29,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0509,Dehradun,Uttarakhand,30.307235,78.038693,EPSG:4326,2025-06-16 00:00:00,20.31,4.96,13.9,96.0,2.53,997.3,9.71,443.17,9.75,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0510,Gaya,Bihar,24.790892,84.999863,EPSG:4326,2025-06-16 00:00:00,12.03,0.56,13.5,51.3,5.15,995.6,2.06,79.42,2.13,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0511,Agra,Uttar Pradesh,27.16898,78.003468,EPSG:4326,2025-06-16 00:00:00,0.74,0.1,12.1,46.0,0.69,1011.0,5.28,378.37,5.55,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0512,Gandhinagar,Gujarat,23.221018,72.64035,EPSG:4326,2025-06-16 00:00:00,4.73,1.24,21.1,96.9,10.92,1017.7,10.46,448.08,10.41,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0513,Delhi,Delhi,28.609973,77.215608,EPSG:4326,2025-06-17 00:00:00,9.99,0.87,25.6,55.7,8.06,994.3,1.86,201.86,1.76,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0514,Mumbai,Maharashtra,19.079394,72.871534,EPSG:4326,2025-06-17 00:00:00,1.3,0.07,20.4,78.9,7.73,1008.4,5.28,571.34,5.38,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0515,Pune,Maharashtra,18.516035,73.860022,EPSG:4326,2025-06-17 00:00:00,15.67,3.54,15.8,71.6,9.65,1006.0,9.03,322.69,8.73,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0516,Nagpur,Maharashtra,21.142448,79.08173,EPSG:4326,2025-06-17 00:00:00,16.93,0.82,28.5,52.4,12.91,997.1,7.42,467.96,7.68,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0517,Ahmedabad,Gujarat,23.015435,72.57629,EPSG:4326,2025-06-17 00:00:00,11.39,0.66,18.9,94.2,12.27,1013.5,9.16,674.32,9.08,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0518,Surat,Gujarat,21.164456,72.838656,EPSG:4326,2025-06-17 00:00:00,13.75,1.17,20.7,47.4,8.15,1008.2,5.49,489.33,5.49,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0519,Jaipur,Rajasthan,26.907685,75.789842,EPSG:4326,2025-06-17 00:00:00,12.13,1.53,19.5,88.5,2.22,999.3,3.78,398.09,3.59,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0520,Lucknow,Uttar Pradesh,26.846343,80.947352,EPSG:4326,2025-06-17 00:00:00,1.77,0.11,31.8,75.2,9.78,1001.0,3.33,414.8,3.57,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0521,Varanasi,Uttar Pradesh,25.318819,82.969894,EPSG:4326,2025-06-17 00:00:00,23.22,2.56,14.9,53.2,6.62,1000.7,8.03,610.14,7.85,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0522,Patna,Bihar,25.598289,85.145303,EPSG:4326,2025-06-17 00:00:00,29.26,3.26,30.2,88.6,1.6,996.6,10.3,508.47,10.3,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0523,Kolkata,West Bengal,22.57291,88.371219,EPSG:4326,2025-06-17 00:00:00,16.98,3.44,12.7,50.8,3.51,1002.9,2.04,56.9,1.81,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0524,Guwahati,Assam,26.15152,91.743002,EPSG:4326,2025-06-17 00:00:00,10.1,1.24,16.4,88.4,1.97,994.3,6.14,432.62,6.37,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0525,Bhubaneswar,Odisha,20.289175,85.824414,EPSG:4326,2025-06-17 00:00:00,12.36,1.0,16.0,77.1,8.12,1004.9,5.98,139.08,6.03,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0526,Ranchi,Jharkhand,23.347276,85.30312,EPSG:4326,2025-06-17 00:00:00,12.52,0.69,21.1,87.3,4.44,1013.8,2.61,196.47,2.64,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0527,Bhopal,Madhya Pradesh,23.251708,77.414021,EPSG:4326,2025-06-17 00:00:00,5.5,0.4,21.3,91.0,8.06,1001.4,1.72,140.74,1.86,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0528,Indore,Madhya Pradesh,22.718889,75.852369,EPSG:4326,2025-06-17 00:00:00,22.01,7.35,34.4,87.9,7.97,1001.6,2.31,259.61,2.08,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0529,Raipur,Chhattisgarh,21.255524,81.621703,EPSG:4326,2025-06-17 00:00:00,10.81,0.81,23.8,67.9,0.64,1013.1,3.48,297.39,3.31,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0530,Hyderabad,Telangana,17.38093,78.477201,EPSG:4326,2025-06-17 00:00:00,1.73,0.17,17.7,47.1,8.91,1004.6,4.71,201.12,4.92,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0531,Bengaluru,Karnataka,12.976402,77.597244,EPSG:4326,2025-06-17 00:00:00,15.09,3.19,17.1,81.7,11.39,999.4,1.4,147.54,1.25,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0532,Mysuru,Karnataka,12.303826,76.63351,EPSG:4326,2025-06-17 00:00:00,10.76,0.47,20.3,89.1,6.2,1002.2,9.28,228.5,9.56,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0533,Chennai,Tamil Nadu,13.07367,80.273237,EPSG:4326,2025-06-17 00:00:00,10.14,2.77,24.4,96.4,2.86,1004.8,6.07,538.31,6.21,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0534,Coimbatore,Tamil Nadu,11.012114,76.948154,EPSG:4326,2025-06-17 00:00:00,8.11,1.37,13.6,61.2,2.22,997.3,2.81,155.98,2.62,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0535,Kochi,Kerala,9.926011,76.263593,EPSG:4326,2025-06-17 00:00:00,8.42,1.62,21.3,86.4,5.65,1009.0,5.5,532.58,5.71,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0536,Thiruvananthapuram,Kerala,8.522453,76.930555,EPSG:4326,2025-06-17 00:00:00,8.48,0.55,26.2,81.2,4.57,1012.8,1.06,77.93,0.82,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0537,Vijayawada,Andhra Pradesh,16.510972,80.644071,EPSG:4326,2025-06-17 00:00:00,12.26,0.55,20.8,72.8,4.43,997.4,2.38,184.62,2.42,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0538,Visakhapatnam,Andhra Pradesh,17.688282,83.212771,EPSG:4326,2025-06-17 00:00:00,12.65,0.75,34.4,54.1,13.45,1009.7,1.75,57.66,1.83,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0539,Srinagar,Jammu and Kashmir,34.077126,74.805869,EPSG:4326,2025-06-17 00:00:00,30.84,2.72,30.5,72.3,3.66,1000.4,7.03,591.99,6.81,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
