population_id,state,district,village_or_city,nearest_city,latitude,longitude,crs,population_total,male_population,female_population,households,population_density_per_km2,children_population,elderly_population,settlement_type,river_distance_m,floodplain_flag,elevation_m,estimated_exposed_population,settlement_geometry_wkt,data_source,data_status
IN-POP-0372,Uttar Pradesh,Agra,Agra Settlement 0372,Agra,27.206365,77.98932,EPSG:4326,2898,1405,1493,830,980.2,371,290,Village,3281.5,0,343.9,184,POINT (77.989320 27.206365),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0373,Delhi,Delhi,Delhi Settlement 0373,Delhi,28.619258,77.228003,EPSG:4326,12486,5988,6498,3119,1280.1,2671,864,Town,3398.5,0,765.9,595,POINT (77.228003 28.619258),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0374,Maharashtra,Mumbai,Mumbai Settlement 0374,Mumbai,19.102834,72.900404,EPSG:4326,15864,8201,7663,3506,5249.7,2616,1563,Village,2750.2,0,164.2,972,POINT (72.900404 19.102834),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0375,Maharashtra,Pune,Pune Settlement 0375,Pune,18.542977,73.838864,EPSG:4326,4595,2387,2208,1319,490.1,642,500,Village,7715.1,0,566.6,264,POINT (73.838864 18.542977),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0376,Maharashtra,Nagpur,Nagpur Settlement 0376,Nagpur,21.154825,79.086231,EPSG:4326,142164,73527,68637,41867,13858.0,24286,11379,Urban Fringe,6420.4,0,1199.9,11143,POINT (79.086231 21.154825),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0377,Gujarat,Ahmedabad,Ahmedabad Settlement 0377,Ahmedabad,23.051365,72.566873,EPSG:4326,80704,38804,41900,19754,9200.3,12523,9415,Urban Fringe,1568.1,1,392.8,32933,POINT (72.566873 23.051365),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0378,Gujarat,Surat,Surat Settlement 0378,Surat,21.175341,72.840766,EPSG:4326,9761,5027,4734,2363,1554.6,1395,1250,Village,671.8,1,776.8,3262,POINT (72.840766 21.175341),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0379,Rajasthan,Jaipur,Jaipur Settlement 0379,Jaipur,26.902659,75.814149,EPSG:4326,88974,43805,45169,24072,13744.2,18239,7743,City,945.3,1,985.7,21180,POINT (75.814149 26.902659),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0380,Uttar Pradesh,Lucknow,Lucknow Settlement 0380,Lucknow,26.866931,80.944037,EPSG:4326,7353,3633,3720,2179,1131.3,912,815,Village,2938.0,0,790.0,59,POINT (80.944037 26.866931),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0381,Uttar Pradesh,Varanasi,Varanasi Settlement 0381,Varanasi,25.304322,82.972987,EPSG:4326,8882,4686,4196,2244,790.3,1689,620,Village,323.3,1,23.4,5116,POINT (82.972987 25.304322),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0382,Bihar,Patna,Patna Settlement 0382,Patna,25.606064,85.116853,EPSG:4326,13674,6851,6823,3397,1579.4,2780,1758,Village,7907.1,0,620.3,670,POINT (85.116853 25.606064),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0383,West Bengal,Kolkata,Kolkata Settlement 0383,Kolkata,22.579549,88.33688,EPSG:4326,131094,67370,63724,38936,28679.6,16808,10903,Urban Fringe,3717.4,0,967.3,7581,POINT (88.336880 22.579549),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0384,Assam,Guwahati,Guwahati Settlement 0384,Guwahati,26.123839,91.74416,EPSG:4326,8403,4057,4346,1981,1409.8,1548,662,Village,1419.9,1,1050.4,5949,POINT (91.744160 26.123839),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0385,Odisha,Bhubaneswar,Bhubaneswar Settlement 0385,Bhubaneswar,20.315789,85.827114,EPSG:4326,77403,37479,39924,16619,19879.7,11300,9265,Town,3632.3,0,947.6,2657,POINT (85.827114 20.315789),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0386,Jharkhand,Ranchi,Ranchi Settlement 0386,Ranchi,23.325769,85.306474,EPSG:4326,70636,35187,35449,14293,8128.1,13538,4865,City,3889.0,0,671.6,1895,POINT (85.306474 23.325769),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0387,Madhya Pradesh,Bhopal,Bhopal Settlement 0387,Bhopal,23.270507,77.405596,EPSG:4326,90337,43580,46757,23405,14972.3,16600,11315,Town,5108.9,0,374.6,3858,POINT (77.405596 23.270507),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0388,Madhya Pradesh,Indore,Indore Settlement 0388,Indore,22.71714,75.854754,EPSG:4326,120648,57021,63627,24347,14752.8,21476,14611,City,6632.6,0,207.4,9632,POINT (75.854754 22.717140),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0389,Chhattisgarh,Raipur,Raipur Settlement 0389,Raipur,21.235708,81.606228,EPSG:4326,9495,4958,4537,2839,2524.1,2043,1070,Village,7724.4,0,517.9,86,POINT (81.606228 21.235708),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0390,Telangana,Hyderabad,Hyderabad Settlement 0390,Hyderabad,17.396875,78.497907,EPSG:4326,66545,34181,32364,16312,6356.3,11793,7473,City,7155.3,0,1158.6,357,POINT (78.497907 17.396875),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0391,Karnataka,Bengaluru,Bengaluru Settlement 0391,Bengaluru,12.943506,77.587262,EPSG:4326,23279,12086,11193,5638,6368.3,5050,1570,City,4426.0,0,1044.2,264,POINT (77.587262 12.943506),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0392,Karnataka,Mysuru,Mysuru Settlement 0392,Mysuru,12.295551,76.612911,EPSG:4326,62360,29589,32771,13160,9412.1,12630,8087,City,3273.0,0,43.4,149,POINT (76.612911 12.295551),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0393,Tamil Nadu,Chennai,Chennai Settlement 0393,Chennai,13.075444,80.244196,EPSG:4326,5781,2850,2931,1185,11348.2,1063,456,Urban Fringe,7168.5,0,741.6,403,POINT (80.244196 13.075444),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0394,Tamil Nadu,Coimbatore,Coimbatore Settlement 0394,Coimbatore,11.01814,76.948603,EPSG:4326,9431,4543,4888,2730,1150.3,1174,944,Village,7119.7,0,845.2,81,POINT (76.948603 11.018140),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0395,Kerala,Kochi,Kochi Settlement 0395,Kochi,9.93901,76.262564,EPSG:4326,91928,43215,48713,20779,9274.1,14461,11922,City,2256.3,0,750.6,2805,POINT (76.262564 9.939010),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0396,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0396,Thiruvananthapuram,8.518799,76.949978,EPSG:4326,6324,3178,3146,1679,758.2,1043,559,Village,1676.1,1,536.1,484,POINT (76.949978 8.518799),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0397,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0397,Vijayawada,16.4793,80.677333,EPSG:4326,23767,11633,12134,6277,3381.4,5103,1808,Village,2932.5,0,486.4,1769,POINT (80.677333 16.479300),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0398,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0398,Visakhapatnam,17.701845,83.208064,EPSG:4326,104953,50541,54412,24218,18641.8,17112,12892,Town,3924.1,0,426.1,4517,POINT (83.208064 17.701845),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0399,Jammu and Kashmir,Srinagar,Srinagar Settlement 0399,Srinagar,34.05547,74.803144,EPSG:4326,149153,70232,78921,43483,85479.8,27787,16585,Town,5682.9,0,251.0,11761,POINT (74.803144 34.055470),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0400,Himachal Pradesh,Shimla,Shimla Settlement 0400,Shimla,31.092287,77.163955,EPSG:4326,50692,23962,26730,11712,8821.9,7766,6479,Town,2964.2,0,887.4,487,POINT (77.163955 31.092287),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0401,Uttarakhand,Dehradun,Dehradun Settlement 0401,Dehradun,30.3417,78.05038,EPSG:4326,147247,74346,72901,30287,116829.6,21707,17148,Urban Fringe,936.8,1,427.2,52599,POINT (78.050380 30.341700),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0402,Bihar,Gaya,Gaya Settlement 0402,Gaya,24.80499,84.974417,EPSG:4326,129528,62854,66674,28099,33425.5,23195,12433,City,2452.4,0,381.7,2117,POINT (84.974417 24.804990),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0403,Uttar Pradesh,Agra,Agra Settlement 0403,Agra,27.175503,78.013995,EPSG:4326,725,348,377,147,110.8,148,66,Village,6669.3,0,510.0,45,POINT (78.013995 27.175503),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0404,Delhi,Delhi,Delhi Settlement 0404,Delhi,28.627185,77.180007,EPSG:4326,13028,6238,6790,2815,1366.2,2455,1467,Village,2095.4,0,1092.4,741,POINT (77.180007 28.627185),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0405,Maharashtra,Mumbai,Mumbai Settlement 0405,Mumbai,19.078853,72.866874,EPSG:4326,18348,9645,8703,3848,12824.6,2739,2358,Town,1258.2,1,266.3,8917,POINT (72.866874 19.078853),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0406,Maharashtra,Pune,Pune Settlement 0406,Pune,18.508413,73.832314,EPSG:4326,55249,27184,28065,11056,20893.8,9241,5447,City,2153.6,0,1107.5,4052,POINT (73.832314 18.508413),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0407,Maharashtra,Nagpur,Nagpur Settlement 0407,Nagpur,21.162908,79.065429,EPSG:4326,6653,3497,3156,1576,1121.5,1245,855,Village,1797.1,1,864.1,662,POINT (79.065429 21.162908),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0408,Gujarat,Ahmedabad,Ahmedabad Settlement 0408,Ahmedabad,23.016751,72.589325,EPSG:4326,46953,24098,22855,12133,11262.0,10238,3696,Town,7472.2,0,262.8,1201,POINT (72.589325 23.016751),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0409,Gujarat,Surat,Surat Settlement 0409,Surat,21.183824,72.805876,EPSG:4326,13001,6618,6383,2772,3358.2,2520,1455,Village,5888.9,0,1141.5,349,POINT (72.805876 21.183824),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0410,Rajasthan,Jaipur,Jaipur Settlement 0410,Jaipur,26.940996,75.775064,EPSG:4326,20347,10530,9817,4505,1972.6,3496,1833,Village,6243.7,0,987.6,1032,POINT (75.775064 26.940996),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0411,Uttar Pradesh,Lucknow,Lucknow Settlement 0411,Lucknow,26.864101,80.951849,EPSG:4326,8075,4236,3839,1945,5611.3,1247,614,Urban Fringe,2341.2,0,485.5,433,POINT (80.951849 26.864101),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0412,Uttar Pradesh,Varanasi,Varanasi Settlement 0412,Varanasi,25.287759,83.000527,EPSG:4326,20650,10094,10556,4835,4678.7,3458,1312,Village,4645.3,0,109.3,327,POINT (83.000527 25.287759),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0413,Bihar,Patna,Patna Settlement 0413,Patna,25.564825,85.117839,EPSG:4326,146350,70692,75658,30744,56628.1,28620,16144,Town,4179.1,0,53.4,3884,POINT (85.117839 25.564825),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0414,West Bengal,Kolkata,Kolkata Settlement 0414,Kolkata,22.566257,88.370587,EPSG:4326,93099,49260,43839,21322,35621.6,17259,7952,Town,5703.4,0,973.2,2835,POINT (88.370587 22.566257),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0415,Assam,Guwahati,Guwahati Settlement 0415,Guwahati,26.140943,91.738488,EPSG:4326,26419,12873,13546,6231,5474.9,4244,3205,Town,6949.7,0,1044.7,127,POINT (91.738488 26.140943),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0416,Odisha,Bhubaneswar,Bhubaneswar Settlement 0416,Bhubaneswar,20.323423,85.844104,EPSG:4326,11617,5520,6097,2894,8360.3,2109,849,Village,959.9,1,124.0,6362,POINT (85.844104 20.323423),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0417,Jharkhand,Ranchi,Ranchi Settlement 0417,Ranchi,23.346155,85.286134,EPSG:4326,72492,34459,38033,14502,12282.5,14467,5268,City,7383.9,0,691.1,2008,POINT (85.286134 23.346155),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0418,Madhya Pradesh,Bhopal,Bhopal Settlement 0418,Bhopal,23.250029,77.41692,EPSG:4326,12492,6241,6251,2842,4541.5,2155,868,Village,7357.9,0,153.5,768,POINT (77.416920 23.250029),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0419,Madhya Pradesh,Indore,Indore Settlement 0419,Indore,22.711161,75.846273,EPSG:4326,146783,70765,76018,40559,14553.6,27266,16601,City,3908.9,0,528.9,704,POINT (75.846273 22.711161),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0420,Chhattisgarh,Raipur,Raipur Settlement 0420,Raipur,21.221766,81.601176,EPSG:4326,11892,5989,5903,2572,2872.8,2434,941,Village,2620.1,0,777.8,382,POINT (81.601176 21.221766),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0421,Telangana,Hyderabad,Hyderabad Settlement 0421,Hyderabad,17.393676,78.500264,EPSG:4326,22030,10796,11234,6195,2760.4,2724,2132,Village,7978.4,0,937.6,333,POINT (78.500264 17.393676),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0422,Karnataka,Bengaluru,Bengaluru Settlement 0422,Bengaluru,12.983769,77.585597,EPSG:4326,71697,35072,36625,14621,10087.4,13405,8220,Urban Fringe,1806.1,0,1132.6,1670,POINT (77.585597 12.983769),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0423,Karnataka,Mysuru,Mysuru Settlement 0423,Mysuru,12.306526,76.654711,EPSG:4326,7080,3719,3361,1601,1827.8,1413,751,Village,4317.0,0,335.1,244,POINT (76.654711 12.306526),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0424,Tamil Nadu,Chennai,Chennai Settlement 0424,Chennai,13.053449,80.29712,EPSG:4326,41186,21665,19521,9568,33356.8,7877,3714,Urban Fringe,7080.2,0,803.5,608,POINT (80.297120 13.053449),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0425,Tamil Nadu,Coimbatore,Coimbatore Settlement 0425,Coimbatore,11.027912,76.929913,EPSG:4326,20597,10135,10462,4777,3821.4,4045,2008,Village,608.8,1,12.5,11055,POINT (76.929913 11.027912),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0426,Kerala,Kochi,Kochi Settlement 0426,Kochi,9.939893,76.238764,EPSG:4326,42689,22333,20356,9911,79893.0,5790,2708,Town,6203.6,0,77.8,2219,POINT (76.238764 9.939893),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0427,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0427,Thiruvananthapuram,8.530586,76.919854,EPSG:4326,6043,2900,3143,1562,584.5,750,776,Village,5556.0,0,522.5,102,POINT (76.919854 8.530586),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0428,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0428,Vijayawada,16.521936,80.652456,EPSG:4326,81727,39093,42634,18578,12903.6,15857,10601,City,637.9,1,83.8,13151,POINT (80.652456 16.521936),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0429,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0429,Visakhapatnam,17.71141,83.220932,EPSG:4326,54026,25860,28166,15611,7560.4,8200,4783,City,6791.5,0,1019.6,2740,POINT (83.220932 17.711410),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0430,Jammu and Kashmir,Srinagar,Srinagar Settlement 0430,Srinagar,34.087399,74.767602,EPSG:4326,81456,41671,39785,21124,43174.8,9997,6216,Urban Fringe,7736.9,0,449.0,4865,POINT (74.767602 34.087399),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0431,Himachal Pradesh,Shimla,Shimla Settlement 0431,Shimla,31.119333,77.197825,EPSG:4326,21778,10926,10852,5972,13884.2,3428,2064,Village,3713.1,0,24.2,436,POINT (77.197825 31.119333),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0432,Uttarakhand,Dehradun,Dehradun Settlement 0432,Dehradun,30.316287,78.019427,EPSG:4326,9163,4652,4511,2326,17440.0,1994,698,Town,3627.2,0,476.6,594,POINT (78.019427 30.316287),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0433,Bihar,Gaya,Gaya Settlement 0433,Gaya,24.808336,84.98808,EPSG:4326,104746,52062,52684,27073,49204.8,12900,8767,Urban Fringe,7011.7,0,113.5,3539,POINT (84.988080 24.808336),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0434,Uttar Pradesh,Agra,Agra Settlement 0434,Agra,27.200988,78.024682,EPSG:4326,87016,44492,42524,24486,7459.2,18281,7281,Town,1846.0,0,889.5,1039,POINT (78.024682 27.200988),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0435,Delhi,Delhi,Delhi Settlement 0435,Delhi,28.623502,77.233567,EPSG:4326,98647,48992,49655,22160,16906.4,14723,6913,Urban Fringe,1974.1,0,157.8,5085,POINT (77.233567 28.623502),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0436,Maharashtra,Mumbai,Mumbai Settlement 0436,Mumbai,19.100949,72.889329,EPSG:4326,86744,44302,42442,21758,18094.4,11606,10714,Urban Fringe,3501.5,0,819.1,1738,POINT (72.889329 19.100949),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0437,Maharashtra,Pune,Pune Settlement 0437,Pune,18.534291,73.876145,EPSG:4326,90116,44328,45788,18850,13921.7,17490,10575,Town,4511.4,0,735.0,3952,POINT (73.876145 18.534291),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0438,Maharashtra,Nagpur,Nagpur Settlement 0438,Nagpur,21.161387,79.063457,EPSG:4326,5304,2769,2535,1393,642.2,733,375,Village,5772.5,0,871.3,378,POINT (79.063457 21.161387),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0439,Gujarat,Ahmedabad,Ahmedabad Settlement 0439,Ahmedabad,23.011898,72.595318,EPSG:4326,23124,11512,11612,4936,2618.3,4388,2418,Village,3221.4,0,1102.4,405,POINT (72.595318 23.011898),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0440,Gujarat,Surat,Surat Settlement 0440,Surat,21.187046,72.856116,EPSG:4326,23290,10994,12296,4699,2333.6,3325,1492,Village,5437.8,0,902.9,1214,POINT (72.856116 21.187046),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0441,Rajasthan,Jaipur,Jaipur Settlement 0441,Jaipur,26.917652,75.765881,EPSG:4326,120489,57738,62751,28210,28249.7,17552,7591,Urban Fringe,5564.8,0,449.3,5098,POINT (75.765881 26.917652),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0442,Uttar Pradesh,Lucknow,Lucknow Settlement 0442,Lucknow,26.835841,80.926779,EPSG:4326,15497,7583,7914,4633,1396.5,2225,1377,Village,6818.8,0,655.3,737,POINT (80.926779 26.835841),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0443,Uttar Pradesh,Varanasi,Varanasi Settlement 0443,Varanasi,25.312422,82.951515,EPSG:4326,112314,58139,54175,33940,18929.2,21090,11654,Urban Fringe,2107.8,0,1083.4,7088,POINT (82.951515 25.312422),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0444,Bihar,Patna,Patna Settlement 0444,Patna,25.571031,85.142662,EPSG:4326,876,444,432,192,224.5,144,66,Village,4090.4,0,1098.4,20,POINT (85.142662 25.571031),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0445,West Bengal,Kolkata,Kolkata Settlement 0445,Kolkata,22.548698,88.377067,EPSG:4326,97200,47422,49778,20449,9730.9,14323,11719,City,2329.3,0,1141.9,3388,POINT (88.377067 22.548698),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0446,Assam,Guwahati,Guwahati Settlement 0446,Guwahati,26.130923,91.733591,EPSG:4326,5192,2660,2532,1274,2164.0,1130,659,Village,2401.4,0,943.6,1,POINT (91.733591 26.130923),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0447,Odisha,Bhubaneswar,Bhubaneswar Settlement 0447,Bhubaneswar,20.325645,85.853493,EPSG:4326,37927,19288,18639,11255,9914.6,5407,3812,Urban Fringe,7379.8,0,543.6,1006,POINT (85.853493 20.325645),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0448,Jharkhand,Ranchi,Ranchi Settlement 0448,Ranchi,23.322894,85.301972,EPSG:4326,10266,4984,5282,2421,1138.6,1749,1305,Village,1947.1,0,80.8,488,POINT (85.301972 23.322894),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0449,Madhya Pradesh,Bhopal,Bhopal Settlement 0449,Bhopal,23.250022,77.417175,EPSG:4326,50329,24222,26107,15309,4494.6,8032,4553,Town,1635.2,1,710.6,8222,POINT (77.417175 23.250022),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0450,Madhya Pradesh,Indore,Indore Settlement 0450,Indore,22.747885,75.880128,EPSG:4326,2706,1401,1305,625,807.8,331,269,Village,3824.6,0,583.2,118,POINT (75.880128 22.747885),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0451,Chhattisgarh,Raipur,Raipur Settlement 0451,Raipur,21.248066,81.622711,EPSG:4326,41854,20187,21667,10725,4197.5,8558,4174,City,147.5,1,713.0,8703,POINT (81.622711 21.248066),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0452,Telangana,Hyderabad,Hyderabad Settlement 0452,Hyderabad,17.40043,78.494796,EPSG:4326,17789,9266,8523,5231,9955.2,3846,1525,Village,700.6,1,1086.0,8669,POINT (78.494796 17.400430),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0453,Karnataka,Bengaluru,Bengaluru Settlement 0453,Bengaluru,13.001319,77.578348,EPSG:4326,17916,8991,8925,4921,3473.1,3211,1806,Village,1443.4,1,1191.2,12363,POINT (77.578348 13.001319),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0454,Karnataka,Mysuru,Mysuru Settlement 0454,Mysuru,12.279119,76.654429,EPSG:4326,112812,54043,58769,26940,12299.4,20163,11181,Urban Fringe,5759.8,0,768.3,4009,POINT (76.654429 12.279119),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0455,Tamil Nadu,Chennai,Chennai Settlement 0455,Chennai,13.061788,80.260133,EPSG:4326,3826,1912,1914,788,493.7,601,410,Village,6762.4,0,528.2,200,POINT (80.260133 13.061788),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0456,Tamil Nadu,Coimbatore,Coimbatore Settlement 0456,Coimbatore,11.009327,76.958433,EPSG:4326,14029,6805,7224,3520,2836.4,2625,1530,Village,4389.8,0,168.6,500,POINT (76.958433 11.009327),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0457,Kerala,Kochi,Kochi Settlement 0457,Kochi,9.937545,76.246315,EPSG:4326,22182,10823,11359,5648,2691.9,3659,2807,Village,6926.0,0,915.4,561,POINT (76.246315 9.937545),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0458,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0458,Thiruvananthapuram,8.518286,76.942262,EPSG:4326,7298,3601,3697,1688,621.3,1494,649,Village,6340.7,0,668.4,285,POINT (76.942262 8.518286),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0459,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0459,Vijayawada,16.482659,80.651221,EPSG:4326,5472,2590,2882,1474,915.1,760,521,Village,2933.9,0,1012.5,399,POINT (80.651221 16.482659),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0460,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0460,Visakhapatnam,17.70444,83.204159,EPSG:4326,29611,14348,15263,6007,6710.1,3810,2731,City,3020.8,0,838.4,557,POINT (83.204159 17.704440),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0461,Jammu and Kashmir,Srinagar,Srinagar Settlement 0461,Srinagar,34.097331,74.771944,EPSG:4326,5732,2727,3005,1325,497.5,1001,563,Village,2496.1,0,775.8,105,POINT (74.771944 34.097331),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0462,Himachal Pradesh,Shimla,Shimla Settlement 0462,Shimla,31.10666,77.164436,EPSG:4326,11878,5952,5926,2624,1461.2,2530,987,Village,6273.2,0,475.6,121,POINT (77.164436 31.106660),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0463,Uttarakhand,Dehradun,Dehradun Settlement 0463,Dehradun,30.338994,78.055325,EPSG:4326,11495,5782,5713,3401,1366.2,1644,1440,Village,2032.4,0,310.9,25,POINT (78.055325 30.338994),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0464,Bihar,Gaya,Gaya Settlement 0464,Gaya,24.767996,85.002971,EPSG:4326,80303,40561,39742,21602,88441.9,13303,6079,City,984.1,1,725.8,54630,POINT (85.002971 24.767996),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
