breach_id,dam_id,dam_name,reservoir_id,river_name,state,district,latitude,longitude,crs,breach_type,failure_mode,breach_location,breach_elevation_m,initial_reservoir_level_m,initial_storage_m3,breach_width_m,breach_depth_m,breach_length_m,breach_side_slope,breach_formation_time_min,breach_formation_rate_m_per_min,failure_start_time,peak_outflow_m3s,time_to_peak_min,breach_outflow_volume_m3,downstream_initial_flow_m3s,dam_height_m,reservoir_area_m2,simulation_duration_hr,scenario_severity,trigger_condition,breach_geometry_wkt,data_source,data_status
IN-B004-009,D004,Hirakud,R004,Mahanadi,Odisha,Sambalpur,21.53,83.87,EPSG:4326,Piping,Sudden,Central dam section,31.64,56.47,249760249.76,17.35,29.36,30.66,0.69,26.72,0.6496,2026-08-10 06:00:00,256735.08,19.04,240280025.45,27.03,61,48582888.47,25.0,Medium,Overtopping,"POLYGON((83.869 21.529,83.87100000000001 21.529,83.87100000000001 21.531000000000002,83.869 21.531000000000002,83.869 21.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B004-010,D004,Hirakud,R004,Mahanadi,Odisha,Sambalpur,21.53,83.87,EPSG:4326,Structural Failure,Progressive,Central dam section,25.67,48.04,363442128.97,5.77,35.33,37.99,1.37,169.17,0.0341,2026-08-11 06:00:00,79499.72,120.15,250210580.24,107.62,61,19650798.59,31.6,High,Foundation Failure,"POLYGON((83.869 21.529,83.87100000000001 21.529,83.87100000000001 21.531000000000002,83.869 21.531000000000002,83.869 21.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B004-011,D004,Hirakud,R004,Mahanadi,Odisha,Sambalpur,21.53,83.87,EPSG:4326,Overtopping,Sudden,Central dam section,41.02,55.91,399105104.93,17.13,19.98,41.11,1.2,129.15,0.1327,2026-08-12 06:00:00,109143.23,63.4,312532217.06,122.51,61,58936153.6,30.7,Extreme,Structural Failure,"POLYGON((83.869 21.529,83.87100000000001 21.529,83.87100000000001 21.531000000000002,83.869 21.531000000000002,83.869 21.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B004-012,D004,Hirakud,R004,Mahanadi,Odisha,Sambalpur,21.53,83.87,EPSG:4326,Piping,Progressive,Central dam section,46.55,50.86,382614017.16,24.77,14.45,33.23,1.54,92.89,0.2667,2026-08-13 06:00:00,159906.36,50.1,264744054.64,398.5,61,42542656.94,16.4,Low,Heavy Rainfall,"POLYGON((83.869 21.529,83.87100000000001 21.529,83.87100000000001 21.531000000000002,83.869 21.531000000000002,83.869 21.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B004-013,D004,Hirakud,R004,Mahanadi,Odisha,Sambalpur,21.53,83.87,EPSG:4326,Structural Failure,Sudden,Central dam section,30.62,43.14,108529157.23,15.08,30.38,21.24,1.1,44.8,0.3365,2026-08-14 06:00:00,87549.01,37.21,80508790.43,118.59,61,11007950.1,37.9,Medium,Overtopping,"POLYGON((83.869 21.529,83.87100000000001 21.529,83.87100000000001 21.531000000000002,83.869 21.531000000000002,83.869 21.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B004-014,D004,Hirakud,R004,Mahanadi,Odisha,Sambalpur,21.53,83.87,EPSG:4326,Overtopping,Progressive,Central dam section,48.69,44.15,289944252.43,17.64,12.31,28.85,1.38,178.09,0.099,2026-08-15 06:00:00,53464.12,116.89,281273016.5,17.37,61,25596373.2,22.9,High,Foundation Failure,"POLYGON((83.869 21.529,83.87100000000001 21.529,83.87100000000001 21.531000000000002,83.869 21.531000000000002,83.869 21.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-001,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Overtopping,Sudden,Central dam section,54.31,112.72,159321751.78,43.43,69.69,79.42,1.14,108.87,0.3989,2026-08-02 06:00:00,78971.58,63.01,145363788.83,365.12,124,26165571.22,7.0,High,Foundation Failure,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-002,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Piping,Progressive,Central dam section,47.37,112.14,128169739.39,10.3,76.63,36.04,1.13,114.4,0.0901,2026-08-03 06:00:00,44648.34,74.52,119558951.05,458.83,124,7839033.72,24.0,Extreme,Structural Failure,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-003,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Structural Failure,Sudden,Central dam section,51.67,110.4,324905250.21,23.43,72.33,50.53,1.15,95.04,0.2466,2026-08-04 06:00:00,170178.45,63.74,240367354.9,390.78,124,69436913.86,18.7,Low,Heavy Rainfall,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-004,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Overtopping,Progressive,Central dam section,98.27,111.55,397406739.33,32.76,25.73,33.11,2.0,38.86,0.8429,2026-08-05 06:00:00,299676.25,22.42,375471370.69,499.81,124,67443695.34,22.0,Medium,Overtopping,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-005,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Piping,Sudden,Central dam section,70.76,107.97,90168354.33,11.03,53.24,61.1,0.89,15.58,0.7078,2026-08-06 06:00:00,265635.68,9.46,72591183.94,297.96,124,42042028.81,21.3,High,Foundation Failure,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-006,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Structural Failure,Progressive,Central dam section,96.77,110.98,58580972.85,11.78,27.23,71.22,0.85,114.99,0.1024,2026-08-07 06:00:00,16977.58,92.84,52765903.93,378.3,124,77780324.18,44.5,Extreme,Structural Failure,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-007,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Overtopping,Sudden,Central dam section,70.7,109.49,106482068.55,39.47,53.3,85.63,1.23,105.69,0.3734,2026-08-08 06:00:00,42413.96,67.89,87468213.94,310.86,124,48828032.09,46.0,Low,Heavy Rainfall,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-008,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Piping,Progressive,Central dam section,95.58,116.79,106128373.51,19.99,28.42,79.07,1.11,55.17,0.3624,2026-08-09 06:00:00,78705.56,48.97,92629988.86,296.59,124,46610081.72,18.0,Medium,Overtopping,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-009,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Structural Failure,Sudden,Central dam section,97.46,113.52,123870917.03,50.62,26.54,79.53,0.79,35.46,1.4276,2026-08-10 06:00:00,151810.45,23.1,81787753.49,130.92,124,59096197.79,27.8,High,Foundation Failure,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-010,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Overtopping,Progressive,Central dam section,61.99,107.65,170317630.97,32.64,62.01,63.88,0.78,58.41,0.5588,2026-08-11 06:00:00,74674.49,35.31,111255055.13,277.4,124,76308815.93,29.5,Extreme,Structural Failure,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-011,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Piping,Sudden,Central dam section,101.02,111.38,292392503.42,19.42,22.98,65.02,1.08,128.1,0.1516,2026-08-12 06:00:00,85055.57,106.48,194719349.94,156.42,124,23692383.89,47.2,Low,Heavy Rainfall,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-012,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Structural Failure,Progressive,Central dam section,93.04,115.22,181835172.53,32.94,30.96,87.89,1.17,76.67,0.4297,2026-08-13 06:00:00,71171.7,51.72,145365599.92,196.84,124,19145851.87,42.1,Medium,Overtopping,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-013,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Overtopping,Sudden,Central dam section,67.02,118.59,81129007.28,49.52,56.98,77.64,1.39,165.31,0.2995,2026-08-14 06:00:00,15513.73,72.19,72380337.16,34.45,124,3026546.03,46.6,High,Foundation Failure,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B005-014,D005,Nagarjuna Sagar,R005,Krishna,Telangana,Nalgonda,16.58,79.31,EPSG:4326,Piping,Progressive,Central dam section,67.25,106.87,287412318.66,26.13,56.75,60.73,0.56,121.79,0.2145,2026-08-15 06:00:00,84379.79,87.98,226702543.87,478.13,124,47231099.38,32.6,Extreme,Structural Failure,"POLYGON((79.309 16.578999999999997,79.311 16.578999999999997,79.311 16.581,79.309 16.581,79.309 16.578999999999997))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-001,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Piping,Sudden,Central dam section,27.02,35.76,134643826.12,15.55,21.98,21.21,1.85,91.07,0.1707,2026-08-02 06:00:00,45958.92,67.52,126232468.6,189.99,49,46493491.56,31.4,Extreme,Structural Failure,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-002,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Structural Failure,Progressive,Central dam section,18.0,40.42,312641367.05,20.14,31.0,17.45,1.11,174.81,0.1152,2026-08-03 06:00:00,103921.9,126.03,305181947.81,318.35,49,52951893.66,39.1,Low,Heavy Rainfall,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-003,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Overtopping,Sudden,Central dam section,16.1,45.08,58264698.5,18.2,32.9,28.88,1.73,56.43,0.3226,2026-08-04 06:00:00,58937.15,39.31,55176121.24,436.36,49,29406522.52,40.0,Medium,Overtopping,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-004,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Piping,Progressive,Central dam section,15.14,43.27,286565427.15,7.53,33.86,19.09,1.33,61.13,0.1232,2026-08-05 06:00:00,258027.94,25.64,191311680.46,263.96,49,71305569.52,30.5,High,Foundation Failure,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-005,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Structural Failure,Sudden,Central dam section,19.1,45.94,221040642.42,17.45,29.9,13.67,1.68,85.78,0.2035,2026-08-06 06:00:00,138161.58,48.66,195676538.61,359.14,49,39822763.91,10.4,Extreme,Structural Failure,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-006,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Overtopping,Progressive,Central dam section,26.22,34.43,73495995.62,20.71,22.78,15.05,1.92,126.2,0.1641,2026-08-07 06:00:00,22810.3,87.54,66807335.51,84.21,49,22100038.78,46.5,Low,Heavy Rainfall,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-007,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Piping,Sudden,Central dam section,17.55,45.79,453119685.12,5.38,31.45,11.67,1.31,113.08,0.0476,2026-08-08 06:00:00,171597.27,67.2,398791598.18,336.9,49,48532650.0,25.4,Medium,Overtopping,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-008,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Structural Failure,Progressive,Central dam section,26.03,39.09,47631251.63,7.36,22.97,37.41,0.8,64.35,0.1143,2026-08-09 06:00:00,20610.4,46.01,35242772.89,475.41,49,33879918.73,32.2,High,Foundation Failure,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-009,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Overtopping,Sudden,Central dam section,28.26,31.06,64196481.29,14.17,20.74,21.55,0.88,88.61,0.1599,2026-08-10 06:00:00,41442.4,70.8,46620028.16,201.8,49,57289456.21,44.8,Extreme,Structural Failure,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-010,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Piping,Progressive,Central dam section,25.22,31.89,470743300.3,11.83,23.78,20.02,1.97,49.56,0.2387,2026-08-11 06:00:00,546499.36,42.2,393085567.36,161.5,49,31934694.48,18.3,Low,Heavy Rainfall,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-011,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Structural Failure,Sudden,Central dam section,21.0,35.3,151558505.47,9.68,28.0,37.43,1.3,109.04,0.0888,2026-08-12 06:00:00,76212.44,79.73,141726257.93,164.95,49,15860284.06,29.4,Medium,Overtopping,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-012,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Overtopping,Progressive,Central dam section,18.52,41.87,70936108.83,18.74,30.48,11.27,0.68,145.78,0.1286,2026-08-13 06:00:00,16979.57,85.53,57458405.45,462.21,49,70116666.99,37.6,High,Foundation Failure,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-013,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Piping,Sudden,Central dam section,29.52,32.28,458657062.03,5.69,19.48,19.52,1.62,176.35,0.0323,2026-08-14 06:00:00,137700.6,133.21,377882807.5,295.32,49,38940590.51,27.2,Extreme,Structural Failure,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B006-014,D006,Tungabhadra,R006,Tungabhadra,Karnataka,Vijayanagara,15.27,76.34,EPSG:4326,Structural Failure,Progressive,Central dam section,35.09,39.0,232785777.31,6.84,13.91,16.68,0.75,71.25,0.096,2026-08-15 06:00:00,181479.11,43.92,170544931.64,484.97,49,40963639.64,31.1,Low,Heavy Rainfall,"POLYGON((76.339 15.269,76.34100000000001 15.269,76.34100000000001 15.270999999999999,76.339 15.270999999999999,76.339 15.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B007-001,D007,Krishna Raja Sagara,R007,Cauvery,Karnataka,Mandya,12.42,76.57,EPSG:4326,Structural Failure,Sudden,Central dam section,18.39,24.38,216315452.72,16.99,20.61,19.78,0.8,75.22,0.2258,2026-08-02 06:00:00,144454.58,30.98,163082478.89,362.2,39,79479497.79,14.6,Low,Heavy Rainfall,"POLYGON((76.56899999999999 12.419,76.571 12.419,76.571 12.421,76.56899999999999 12.421,76.56899999999999 12.419))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B007-002,D007,Krishna Raja Sagara,R007,Cauvery,Karnataka,Mandya,12.42,76.57,EPSG:4326,Overtopping,Progressive,Central dam section,20.23,27.76,285733317.64,14.86,18.77,18.85,1.44,166.06,0.0895,2026-08-03 06:00:00,45192.52,130.88,240739315.18,405.17,39,47505940.46,35.5,Medium,Overtopping,"POLYGON((76.56899999999999 12.419,76.571 12.419,76.571 12.421,76.56899999999999 12.421,76.56899999999999 12.419))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B007-003,D007,Krishna Raja Sagara,R007,Cauvery,Karnataka,Mandya,12.42,76.57,EPSG:4326,Piping,Sudden,Central dam section,29.89,27.78,105247577.99,7.19,9.11,21.02,0.76,135.91,0.0529,2026-08-04 06:00:00,40185.35,82.57,98317272.8,109.85,39,24966623.94,46.2,High,Foundation Failure,"POLYGON((76.56899999999999 12.419,76.571 12.419,76.571 12.421,76.56899999999999 12.421,76.56899999999999 12.419))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B007-004,D007,Krishna Raja Sagara,R007,Cauvery,Karnataka,Mandya,12.42,76.57,EPSG:4326,Structural Failure,Progressive,Central dam section,27.51,22.98,142724124.14,10.29,11.49,7.93,0.57,98.69,0.1043,2026-08-05 06:00:00,65367.72,39.63,118903096.01,64.19,39,78208418.57,33.1,Extreme,Structural Failure,"POLYGON((76.56899999999999 12.419,76.571 12.419,76.571 12.421,76.56899999999999 12.421,76.56899999999999 12.419))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B007-005,D007,Krishna Raja Sagara,R007,Cauvery,Karnataka,Mandya,12.42,76.57,EPSG:4326,Overtopping,Sudden,Central dam section,23.75,21.5,287464929.03,10.22,15.25,10.13,0.8,133.89,0.0764,2026-08-06 06:00:00,94235.29,67.05,188726646.58,357.3,39,62882182.74,31.4,Low,Heavy Rainfall,"POLYGON((76.56899999999999 12.419,76.571 12.419,76.571 12.421,76.56899999999999 12.421,76.56899999999999 12.419))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B007-006,D007,Krishna Raja Sagara,R007,Cauvery,Karnataka,Mandya,12.42,76.57,EPSG:4326,Piping,Progressive,Central dam section,31.17,23.83,331102437.23,4.4,7.83,15.7,1.12,125.88,0.0349,2026-08-07 06:00:00,73270.16,57.48,257263040.2,450.22,39,66438363.96,32.5,Medium,Overtopping,"POLYGON((76.56899999999999 12.419,76.571 12.419,76.571 12.421,76.56899999999999 12.421,76.56899999999999 12.419))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B007-007,D007,Krishna Raja Sagara,R007,Cauvery,Karnataka,Mandya,12.42,76.57,EPSG:4326,Structural Failure,Sudden,Central dam section,30.96,34.76,441533017.68,6.16,8.04,27.66,1.9,97.91,0.0629,2026-08-08 06:00:00,194444.58,40.99,321078188.17,172.84,39,10214846.42,13.5,High,Foundation Failure,"POLYGON((76.56899999999999 12.419,76.571 12.419,76.571 12.421,76.56899999999999 12.421,76.56899999999999 12.419))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B007-008,D007,Krishna Raja Sagara,R007,Cauvery,Karnataka,Mandya,12.42,76.57,EPSG:4326,Overtopping,Progressive,Central dam section,26.4,21.49,268260666.44,11.06,12.6,18.71,1.26,34.64,0.3193,2026-08-09 06:00:00,278615.1,25.59,213262028.52,272.95,39,41141403.64,33.8,Extreme,Structural Failure,"POLYGON((76.56899999999999 12.419,76.571 12.419,76.571 12.421,76.56899999999999 12.421,76.56899999999999 12.419))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B007-009,D007,Krishna Raja Sagara,R007,Cauvery,Karnataka,Mandya,12.42,76.57,EPSG:4326,Piping,Sudden,Central dam section,16.69,30.59,115591892.92,7.18,22.31,18.04,0.63,155.79,0.0461,2026-08-10 06:00:00,25318.19,113.08,84291835.63,205.79,39,24250185.89,16.9,Low,Heavy Rainfall,"POLYGON((76.56899999999999 12.419,76.571 12.419,76.571 12.421,76.56899999999999 12.421,76.56899999999999 12.419))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
