river_id,river_name,river_basin,state,district,reach_id,latitude,longitude,crs,chainage_km,river_width_m,bankfull_width_m,left_bank_elevation_m,right_bank_elevation_m,bed_elevation_m,thalweg_elevation_m,mean_depth_m,maximum_depth_m,bed_slope,cross_section_area_m2,wetted_perimeter_m,manning_n,bank_material,flow_direction_deg,upstream_dam_id,cross_section_wkt,measurement_timestamp,data_source,data_status
IN-R05,Krishna,Krishna Basin,Karnataka,Vijayapura,IN-05-06,16.827,75.70625,EPSG:4326,7.5,148.85,175.65,191.59,195.8,186.64,185.64,4.17,5.96,0.001592,738.16,160.77,0.044,Sand,23.96,D020,"LINESTRING(75.70125 16.825,75.70625 16.826999999999998,75.71124999999999 16.828999999999997)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R05,Krishna,Krishna Basin,Karnataka,Vijayapura,IN-05-07,16.829,75.70875,EPSG:4326,9.0,100.18,118.22,148.58,149.01,140.7,137.36,7.85,11.22,0.003635,846.08,122.62,0.03,Sand,228.41,D020,"LINESTRING(75.70375 16.826999999999998,75.70875 16.828999999999997,75.71374999999999 16.830999999999996)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R05,Krishna,Krishna Basin,Karnataka,Vijayapura,IN-05-08,16.831,75.71125,EPSG:4326,10.5,114.17,134.72,78.65,82.34,67.44,63.93,10.3,14.71,0.00187,1314.8,143.6,0.041,Silt,102.31,D020,"LINESTRING(75.70625 16.829,75.71124999999999 16.831,75.71624999999999 16.833)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R05,Krishna,Krishna Basin,Karnataka,Vijayapura,IN-05-09,16.833,75.71375,EPSG:4326,12.0,67.16,79.25,178.5,182.12,166.71,163.71,10.35,14.79,0.003086,681.94,96.74,0.044,Clay,98.44,D020,"LINESTRING(75.70875 16.831,75.71374999999999 16.833,75.71874999999999 16.834999999999997)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R05,Krishna,Krishna Basin,Karnataka,Vijayapura,IN-05-10,16.835,75.71625,EPSG:4326,13.5,118.81,140.19,149.64,157.83,134.99,131.27,12.86,18.37,0.002857,1774.82,155.55,0.029,Sand,122.78,D020,"LINESTRING(75.71124999999999 16.833,75.71624999999999 16.834999999999997,75.72124999999998 16.836999999999996)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R05,Krishna,Krishna Basin,Karnataka,Vijayapura,IN-05-11,16.837,75.71875,EPSG:4326,15.0,95.45,112.63,154.17,159.03,150.41,149.13,3.53,5.04,0.003704,371.8,105.53,0.033,Gravel,46.37,D020,"LINESTRING(75.71375 16.835,75.71875 16.837,75.72375 16.839)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R05,Krishna,Krishna Basin,Karnataka,Vijayapura,IN-05-12,16.839,75.72125,EPSG:4326,16.5,61.51,72.58,130.28,130.36,121.82,118.14,8.49,12.14,0.00369,498.91,85.78,0.043,Clay,344.72,D020,"LINESTRING(75.71625 16.837,75.72125 16.839,75.72625 16.840999999999998)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R05,Krishna,Krishna Basin,Karnataka,Vijayapura,IN-05-13,16.841,75.72375,EPSG:4326,18.0,114.81,135.48,162.37,159.32,152.98,151.42,7.67,10.95,0.000197,1128.17,136.72,0.03,Silt,342.83,D020,"LINESTRING(75.71875 16.839,75.72375 16.840999999999998,75.72874999999999 16.842999999999996)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R05,Krishna,Krishna Basin,Karnataka,Vijayapura,IN-05-14,16.843,75.72625,EPSG:4326,19.5,103.51,122.15,132.1,126.55,124.36,123.83,5.78,8.26,0.001562,607.05,120.04,0.027,Gravel,30.42,D020,"LINESTRING(75.72125 16.841,75.72625 16.843,75.73124999999999 16.845)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-01,11.777,77.78375,EPSG:4326,0.0,106.95,126.2,48.81,49.55,38.75,36.35,8.72,12.46,0.003407,1118.03,131.87,0.034,Clay,331.66,D008,"LINESTRING(77.77875 11.774999999999999,77.78375 11.777,77.78875 11.779)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-02,11.779,77.78625,EPSG:4326,1.5,86.35,101.89,114.57,115.75,106.45,103.32,7.88,11.25,0.003081,827.88,108.86,0.036,Clay,260.77,D008,"LINESTRING(77.78125 11.777,77.78625 11.779,77.79124999999999 11.781)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-03,11.781,77.78875,EPSG:4326,3.0,139.09,164.13,152.55,151.46,138.15,136.02,11.57,16.53,0.001077,1585.75,172.16,0.033,Clay,186.39,D008,"LINESTRING(77.78375 11.778999999999998,77.78875 11.780999999999999,77.79374999999999 11.783)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-04,11.783,77.79125,EPSG:4326,4.5,108.93,128.54,185.38,193.54,182.19,178.47,4.84,6.91,0.002071,458.66,122.75,0.041,Silt,238.89,D008,"LINESTRING(77.78625 11.780999999999999,77.79124999999999 11.783,77.79624999999999 11.785)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-05,11.785,77.79375,EPSG:4326,6.0,149.49,176.39,120.28,127.89,109.48,105.69,10.22,14.59,0.003043,1960.33,178.67,0.041,Sand,258.96,D008,"LINESTRING(77.78875000000001 11.782999999999998,77.79375 11.784999999999998,77.79875 11.786999999999999)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-06,11.787,77.79625,EPSG:4326,7.5,150.25,177.29,144.18,143.88,133.5,130.81,9.36,13.37,0.000682,1205.75,176.98,0.033,Gravel,103.53,D008,"LINESTRING(77.79125 11.784999999999998,77.79625 11.786999999999999,77.80125 11.789)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-07,11.789,77.79875,EPSG:4326,9.0,93.99,110.91,176.04,175.26,163.31,161.51,10.17,14.53,0.000446,1115.82,123.05,0.037,Clay,298.47,D008,"LINESTRING(77.79375 11.786999999999999,77.79875 11.789,77.80375 11.791)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-08,11.791,77.80125,EPSG:4326,10.5,80.39,94.86,156.85,162.74,145.51,144.45,8.68,12.4,0.001001,853.3,105.19,0.026,Silt,30.56,D008,"LINESTRING(77.79625 11.788999999999998,77.80125 11.790999999999999,77.80624999999999 11.793)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-09,11.793,77.80375,EPSG:4326,12.0,84.96,100.25,219.14,219.42,207.09,203.46,10.98,15.68,0.002195,1170.16,116.32,0.038,Silt,185.11,D008,"LINESTRING(77.79875 11.790999999999999,77.80375 11.793,77.80874999999999 11.795)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-10,11.795,77.80625,EPSG:4326,13.5,30.0,35.4,127.08,130.15,117.08,113.32,9.63,13.75,0.002461,339.7,57.51,0.035,Gravel,98.13,D008,"LINESTRING(77.80125 11.793,77.80624999999999 11.795,77.81124999999999 11.797)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-11,11.797,77.80875,EPSG:4326,15.0,133.66,157.72,49.89,53.46,37.69,33.8,11.26,16.08,0.002861,1701.99,165.82,0.042,Gravel,103.81,D008,"LINESTRING(77.80375000000001 11.794999999999998,77.80875 11.796999999999999,77.81375 11.799)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-12,11.799,77.81125,EPSG:4326,16.5,87.81,103.61,112.62,118.68,109.37,107.09,3.87,5.53,0.002036,300.2,98.86,0.035,Silt,79.12,D008,"LINESTRING(77.80625 11.796999999999999,77.81125 11.799,77.81625 11.801)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-13,11.801,77.81375,EPSG:4326,18.0,107.32,126.64,117.73,125.14,111.31,108.09,6.74,9.63,0.003161,835.8,126.58,0.033,Sand,156.43,D008,"LINESTRING(77.80875 11.798999999999998,77.81375 11.800999999999998,77.81875 11.802999999999999)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R06,Cauvery,Cauvery Basin,Tamil Nadu,Salem,IN-06-14,11.803,77.81625,EPSG:4326,19.5,66.79,78.81,199.37,197.66,184.45,182.86,11.56,16.51,0.003994,938.73,99.8,0.031,Alluvium,1.82,D008,"LINESTRING(77.81125 11.800999999999998,77.81625 11.802999999999999,77.82124999999999 11.805)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-01,21.457,83.95375,EPSG:4326,0.0,102.28,120.7,160.6,158.15,154.48,150.69,6.94,9.91,0.002941,679.94,122.1,0.029,Clay,18.29,D004,"LINESTRING(83.94875 21.455,83.95375 21.456999999999997,83.95875 21.458999999999996)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-02,21.459,83.95625,EPSG:4326,1.5,142.83,168.54,169.76,171.85,156.12,154.5,10.69,15.27,0.001862,1930.76,173.37,0.033,Clay,73.63,D004,"LINESTRING(83.95125 21.457,83.95625 21.459,83.96124999999999 21.461)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-03,21.461,83.95875,EPSG:4326,3.0,96.39,113.74,138.7,142.62,135.61,132.84,4.1,5.86,0.00239,441.98,108.11,0.034,Alluvium,69.27,D004,"LINESTRING(83.95375 21.459,83.95875 21.461,83.96374999999999 21.462999999999997)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-04,21.463,83.96125,EPSG:4326,4.5,128.41,151.53,142.66,147.45,134.98,131.56,7.77,11.1,0.002434,872.56,150.62,0.044,Alluvium,154.81,D004,"LINESTRING(83.95625 21.461,83.96124999999999 21.462999999999997,83.96624999999999 21.464999999999996)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-05,21.465,83.96375,EPSG:4326,6.0,114.15,134.7,68.88,62.98,55.3,52.25,11.64,16.63,0.001592,1334.35,147.42,0.038,Gravel,41.0,D004,"LINESTRING(83.95875000000001 21.463,83.96375 21.465,83.96875 21.467)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-06,21.467,83.96625,EPSG:4326,7.5,73.49,86.72,83.55,83.64,71.24,70.22,9.33,13.33,0.002273,613.21,100.15,0.041,Clay,221.89,D004,"LINESTRING(83.96125 21.465,83.96625 21.467,83.97125 21.468999999999998)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-07,21.469,83.96875,EPSG:4326,9.0,71.34,84.19,126.96,124.92,117.78,117.23,6.81,9.73,0.000957,575.94,90.8,0.034,Alluvium,244.9,D004,"LINESTRING(83.96375 21.467,83.96875 21.468999999999998,83.97375 21.470999999999997)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-08,21.471,83.97125,EPSG:4326,10.5,170.54,201.23,162.96,157.37,157.22,155.22,5.42,7.74,0.002903,937.26,186.03,0.036,Silt,162.16,D004,"LINESTRING(83.96625 21.469,83.97125 21.471,83.97625 21.473)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-09,21.473,83.97375,EPSG:4326,12.0,85.9,101.36,147.72,152.85,135.75,132.46,10.68,15.26,0.00278,1176.11,116.41,0.038,Silt,227.78,D004,"LINESTRING(83.96875 21.471,83.97375 21.473,83.97874999999999 21.474999999999998)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-10,21.475,83.97625,EPSG:4326,13.5,142.75,168.45,163.0,169.75,158.97,155.17,5.48,7.83,0.00365,698.02,158.41,0.032,Clay,356.9,D004,"LINESTRING(83.97125 21.473,83.97625 21.474999999999998,83.98124999999999 21.476999999999997)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-11,21.477,83.97875,EPSG:4326,15.0,113.21,133.59,192.77,188.9,185.1,183.05,6.8,9.71,0.00071,726.12,132.64,0.042,Silt,283.04,D004,"LINESTRING(83.97375000000001 21.475,83.97875 21.477,83.98375 21.479)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-12,21.479,83.98125,EPSG:4326,16.5,179.0,211.22,81.9,83.06,68.03,65.45,11.51,16.45,0.000392,2368.27,211.89,0.032,Silt,204.23,D004,"LINESTRING(83.97625000000001 21.477,83.98125 21.479,83.98625 21.480999999999998)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-13,21.481,83.98375,EPSG:4326,18.0,147.81,174.41,195.41,191.7,189.58,185.89,6.66,9.51,0.0029,931.06,166.84,0.035,Alluvium,146.0,D004,"LINESTRING(83.97875 21.479,83.98375 21.480999999999998,83.98875 21.482999999999997)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R07,Mahanadi,Mahanadi Basin,Odisha,Sambalpur,IN-07-14,21.483,83.98625,EPSG:4326,19.5,127.46,150.4,159.44,151.87,148.17,147.62,8.27,11.82,0.000932,917.8,151.1,0.032,Clay,57.41,D004,"LINESTRING(83.98125 21.481,83.98625 21.483,83.99125 21.485)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-01,21.817,73.73375,EPSG:4326,0.0,140.94,166.31,163.16,162.26,158.47,156.9,4.38,6.26,0.001732,673.43,153.45,0.027,Clay,349.05,D002,"LINESTRING(73.72875 21.814999999999998,73.73375 21.816999999999997,73.73875 21.818999999999996)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-02,21.819,73.73625,EPSG:4326,1.5,195.45,230.64,167.49,167.14,159.04,158.4,6.36,9.09,0.003927,1091.88,213.64,0.039,Clay,185.51,D002,"LINESTRING(73.73125 21.817,73.73625 21.819,73.74125 21.820999999999998)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-03,21.821,73.73875,EPSG:4326,3.0,99.82,117.79,141.74,141.73,134.8,131.54,7.14,10.2,0.000175,861.05,120.23,0.036,Clay,349.3,D002,"LINESTRING(73.73375 21.819,73.73875 21.820999999999998,73.74374999999999 21.822999999999997)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-04,21.823,73.74125,EPSG:4326,4.5,89.26,105.33,130.32,131.35,116.47,113.72,11.61,16.59,0.000571,1137.37,122.45,0.03,Sand,287.58,D002,"LINESTRING(73.73625 21.820999999999998,73.74125 21.822999999999997,73.74624999999999 21.824999999999996)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-05,21.825,73.74375,EPSG:4326,6.0,104.41,123.2,123.19,125.81,112.52,110.96,8.56,12.23,0.003211,1119.79,128.86,0.04,Gravel,219.77,D002,"LINESTRING(73.73875000000001 21.823,73.74375 21.825,73.74875 21.826999999999998)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-06,21.827,73.74625,EPSG:4326,7.5,105.94,125.01,153.29,158.37,140.65,139.81,9.44,13.48,0.002349,1157.69,132.9,0.039,Alluvium,55.51,D002,"LINESTRING(73.74125000000001 21.825,73.74625 21.826999999999998,73.75125 21.828999999999997)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-07,21.829,73.74875,EPSG:4326,9.0,59.06,69.69,166.67,172.2,163.56,160.54,4.29,6.13,0.001576,250.26,71.32,0.043,Sand,192.22,D002,"LINESTRING(73.74375 21.826999999999998,73.74875 21.828999999999997,73.75375 21.830999999999996)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-08,21.831,73.75125,EPSG:4326,10.5,55.49,65.48,144.93,138.23,130.54,128.64,11.4,16.29,0.000994,770.85,88.07,0.036,Sand,88.26,D002,"LINESTRING(73.74625 21.829,73.75125 21.831,73.75625 21.833)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-09,21.833,73.75375,EPSG:4326,12.0,61.46,72.53,154.36,150.79,139.48,136.53,12.48,17.83,0.002457,746.07,97.13,0.026,Sand,303.61,D002,"LINESTRING(73.74875 21.831,73.75375 21.833,73.75874999999999 21.834999999999997)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-10,21.835,73.75625,EPSG:4326,13.5,123.51,145.74,147.02,148.61,136.12,134.63,8.68,12.4,0.002327,1345.71,148.3,0.036,Clay,273.41,D002,"LINESTRING(73.75125 21.833,73.75625 21.834999999999997,73.76124999999999 21.836999999999996)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-11,21.837,73.75875,EPSG:4326,15.0,106.97,126.23,195.5,193.55,191.57,187.84,5.37,7.67,0.000314,712.16,122.31,0.032,Sand,211.19,D002,"LINESTRING(73.75375000000001 21.835,73.75875 21.837,73.76375 21.839)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-12,21.839,73.76125,EPSG:4326,16.5,85.84,101.29,165.31,163.16,154.04,153.02,8.6,12.29,0.003356,774.4,110.42,0.042,Gravel,251.59,D002,"LINESTRING(73.75625000000001 21.837,73.76125 21.839,73.76625 21.840999999999998)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-13,21.841,73.76375,EPSG:4326,18.0,122.62,144.69,184.5,179.88,177.24,176.49,5.61,8.02,0.002415,617.77,138.65,0.025,Gravel,68.33,D002,"LINESTRING(73.75875 21.839,73.76375 21.840999999999998,73.76875 21.842999999999996)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R08,Narmada,Narmada Basin,Gujarat,Narmada,IN-08-14,21.843,73.76625,EPSG:4326,19.5,142.83,168.54,187.9,183.42,180.46,179.93,5.58,7.97,0.000671,751.56,158.77,0.045,Gravel,155.94,D002,"LINESTRING(73.76125 21.841,73.76625 21.843,73.77125 21.845)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R09,Tapi,Tapi Basin,Gujarat,Surat,IN-09-01,21.157,72.81375,EPSG:4326,0.0,130.9,154.47,125.7,123.06,115.48,113.8,8.33,11.9,0.000737,1073.34,154.7,0.04,Sand,132.79,D014,"LINESTRING(72.80875 21.155,72.81375 21.157,72.81875 21.159)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R09,Tapi,Tapi Basin,Gujarat,Surat,IN-09-02,21.159,72.81625,EPSG:4326,1.5,110.62,130.53,160.54,161.88,153.77,150.39,7.1,10.15,0.003297,701.71,130.92,0.026,Gravel,193.58,D014,"LINESTRING(72.81125 21.157000000000004,72.81625 21.159000000000002,72.82124999999999 21.161)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R09,Tapi,Tapi Basin,Gujarat,Surat,IN-09-03,21.161,72.81875,EPSG:4326,3.0,116.33,137.26,196.57,196.51,184.42,181.67,10.42,14.89,0.000631,1226.34,146.11,0.037,Clay,316.52,D014,"LINESTRING(72.81375 21.159000000000002,72.81875 21.161,72.82374999999999 21.163)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R09,Tapi,Tapi Basin,Gujarat,Surat,IN-09-04,21.163,72.82125,EPSG:4326,4.5,108.85,128.45,94.7,97.92,82.98,81.28,9.4,13.42,0.001772,944.12,135.7,0.035,Sand,249.56,D014,"LINESTRING(72.81625 21.161,72.82124999999999 21.163,72.82624999999999 21.165)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R09,Tapi,Tapi Basin,Gujarat,Surat,IN-09-05,21.165,72.82375,EPSG:4326,6.0,138.47,163.4,134.94,134.28,129.48,128.16,4.75,6.78,0.002035,588.34,152.03,0.043,Clay,176.89,D014,"LINESTRING(72.81875000000001 21.163000000000004,72.82375 21.165000000000003,72.82875 21.167)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R09,Tapi,Tapi Basin,Gujarat,Surat,IN-09-06,21.167,72.82625,EPSG:4326,7.5,126.8,149.63,120.47,115.92,107.95,104.01,11.52,16.46,0.002382,1270.39,159.71,0.039,Clay,196.01,D014,"LINESTRING(72.82125 21.165000000000003,72.82625 21.167,72.83125 21.169)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R09,Tapi,Tapi Basin,Gujarat,Surat,IN-09-07,21.169,72.82875,EPSG:4326,9.0,88.46,104.39,141.56,141.93,127.99,127.01,10.19,14.55,0.002826,1059.75,117.57,0.034,Sand,116.66,D014,"LINESTRING(72.82375 21.167,72.82875 21.169,72.83375 21.171)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R09,Tapi,Tapi Basin,Gujarat,Surat,IN-09-08,21.171,72.83125,EPSG:4326,10.5,82.43,97.26,185.24,179.42,173.85,169.92,10.73,15.32,0.000408,1016.71,113.07,0.029,Sand,211.94,D014,"LINESTRING(72.82625 21.169000000000004,72.83125 21.171000000000003,72.83624999999999 21.173000000000002)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R09,Tapi,Tapi Basin,Gujarat,Surat,IN-09-09,21.173,72.83375,EPSG:4326,12.0,120.09,141.7,185.24,187.6,180.1,179.44,4.06,5.81,0.000763,421.92,131.7,0.044,Gravel,337.45,D014,"LINESTRING(72.82875 21.171000000000003,72.83375 21.173000000000002,72.83874999999999 21.175)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
